seqid,start,end,strand,gene_name
NZ_LR881938.1,642554,642643,-,yldA
NZ_LR881938.1,642781,643191,-,rnk
NZ_LR881938.1,643421,644227,-,rna
NZ_LR881938.1,644341,645804,-,citT
NZ_LR881938.1,645855,646733,-,citG
NZ_LR881938.1,646708,647259,-,citX
NZ_LR881938.1,647263,648795,-,citF
NZ_LR881938.1,648806,649714,-,citE
NZ_LR881938.1,649711,650007,-,citD
NZ_LR881938.1,650022,651080,-,citC
NZ_LR881938.1,651459,653117,+,dpiB
NZ_LR881938.1,653086,653766,+,dpiA
NZ_LR881938.1,653807,655192,-,dcuC
NZ_LR881938.1,655781,656341,+,pagP
NZ_LR881938.1,656516,656725,+,cspE
NZ_LR881938.1,656779,657162,-,crcB
NZ_LR881938.1,658171,658374,+,tatE
NZ_LR881938.1,658475,659440,-,lipA
NZ_LR881938.1,659649,660602,-,ybeF
NZ_LR881938.1,660861,661502,-,lipB
NZ_LR881938.1,661603,661866,-,ybeD
NZ_LR881938.1,661976,663187,-,dacA
NZ_LR881938.1,663326,664414,-,rlpA
NZ_LR881938.1,664425,665537,-,mrdB
NZ_LR881938.1,665540,667441,-,mrdA
NZ_LR881938.1,667472,667939,-,rlmH
NZ_LR881938.1,667943,668260,-,rsfS
NZ_LR881938.1,668520,669131,-,cobC
NZ_LR881938.1,669155,669796,-,nadD
NZ_LR881938.1,669798,670829,-,holA
NZ_LR881938.1,670829,671410,-,lptE
NZ_LR881938.1,671425,674007,-,leuS
NZ_LR881938.1,674242,674724,+,ybeL
NZ_LR881938.1,674794,675771,-,ybeQ
NZ_LR881938.1,675935,676642,+,ybeR
NZ_LR881938.1,676639,678066,+,djlB
NZ_LR881938.1,678076,678630,-,ybeT
NZ_LR881938.1,678732,679439,+,ybeU
NZ_LR881938.1,679436,680887,+,djlC
NZ_LR881938.1,680947,682617,-,hscC
NZ_LR881938.1,682701,683636,-,rihA
NZ_LR881938.1,683754,684479,-,gltL
NZ_LR881938.1,684479,685153,-,gltK
NZ_LR881938.1,685153,685893,-,gltJ
NZ_LR881938.1,686063,686971,-,gltI
NZ_LR881938.1,687221,688201,-,IEU92_RS03335
NZ_LR881938.1,688567,690105,-,lnt
NZ_LR881938.1,690130,691008,-,corC
NZ_LR881938.1,691098,691565,-,ybeY
NZ_LR881938.1,691562,692602,-,ybeZ
NZ_LR881938.1,692755,694179,-,miaB
NZ_LR881938.1,694325,695500,+,ubiF
NZ_LR881938.1,695654,695728,-,IEU92_RS03370
NZ_LR881938.1,695766,695840,-,IEU92_RS03375
NZ_LR881938.1,695888,695964,-,IEU92_RS03380
NZ_LR881938.1,695980,696054,-,IEU92_RS03385
NZ_LR881938.1,696089,696163,-,IEU92_RS03390
NZ_LR881938.1,696187,696271,-,IEU92_RS03395
NZ_LR881938.1,696281,696357,-,IEU92_RS03400
NZ_LR881938.1,696737,698401,-,asnB
NZ_LR881938.1,698798,699550,-,nagD
NZ_LR881938.1,699598,700818,-,nagC
NZ_LR881938.1,700827,701975,-,nagA
NZ_LR881938.1,702035,702835,-,nagB
NZ_LR881938.1,703168,705114,+,nagE
NZ_LR881938.1,705317,706981,+,glnS
NZ_LR881938.1,707558,708964,+,chiP
NZ_LR881938.1,709014,709340,+,chiQ
NZ_LR881938.1,709424,709870,-,fur
NZ_LR881938.1,709863,709949,-,uof
NZ_LR881938.1,710159,710689,-,fldA
NZ_LR881938.1,710829,711122,-,ybfE
NZ_LR881938.1,711262,712026,-,ybfF
NZ_LR881938.1,712211,712756,+,seqA
NZ_LR881938.1,712782,714422,+,pgm
NZ_LR881938.1,714636,715130,+,IEU92_RS03485
NZ_LR881938.1,716170,717489,-,potE
NZ_LR881938.1,717486,719684,-,speF
NZ_LR881938.1,719942,720046,-,speFL
NZ_LR881938.1,720280,720957,-,kdpE
NZ_LR881938.1,720954,723638,-,kdpD
NZ_LR881938.1,723631,724203,-,kdpC
NZ_LR881938.1,724212,726260,-,kdpB
NZ_LR881938.1,726283,727956,-,kdpA
NZ_LR881938.1,727956,728045,-,kdpF
NZ_LR881938.1,728358,728564,+,ybfA
NZ_LR881938.1,728807,733000,+,rhsC
NZ_LR881938.1,733000,733326,+,ybfB
NZ_LR881938.1,734874,735443,+,ybfC
NZ_LR881938.1,738225,738734,+,ybgA
NZ_LR881938.1,738731,740149,+,phrB
NZ_LR881938.1,740299,741780,-,dtpD
NZ_LR881938.1,742051,742794,+,ybgI
NZ_LR881938.1,742817,743473,+,pxpB
NZ_LR881938.1,743467,744399,+,pxpC
NZ_LR881938.1,744389,745123,+,pxpA
NZ_LR881938.1,745159,745950,+,nei
NZ_LR881938.1,745947,746993,-,abrB
NZ_LR881938.1,747145,748206,-,ybgO
NZ_LR881938.1,748203,748931,-,ybgP
NZ_LR881938.1,748946,751402,-,ybgQ
NZ_LR881938.1,751453,752019,-,ybgD
NZ_LR881938.1,752409,753692,-,gltA
NZ_LR881938.1,753898,754005,-,IEU92_RS03655
NZ_LR881938.1,754386,754790,+,sdhC
NZ_LR881938.1,754784,755131,+,sdhD
NZ_LR881938.1,755131,756897,+,sdhA
NZ_LR881938.1,756913,757629,+,sdhB
NZ_LR881938.1,757930,760731,+,sucA
NZ_LR881938.1,760746,761963,+,odhB
NZ_LR881938.1,762238,763404,+,sucC
NZ_LR881938.1,763404,764273,+,sucD
NZ_LR881938.1,764377,765099,-,mngR
NZ_LR881938.1,765268,767184,+,mngA
NZ_LR881938.1,767202,769835,+,mngB
NZ_LR881938.1,770682,772250,+,cydA
NZ_LR881938.1,772266,773405,+,cydB
NZ_LR881938.1,773420,773533,+,cydX
NZ_LR881938.1,773533,773826,+,ybgE
NZ_LR881938.1,773976,774380,+,ybgC
NZ_LR881938.1,774377,775069,+,tolQ
NZ_LR881938.1,775073,775501,+,tolR
NZ_LR881938.1,775566,776831,+,tolA
NZ_LR881938.1,776964,778256,+,tolB
NZ_LR881938.1,778291,778812,+,pal
NZ_LR881938.1,778822,779613,+,cpoB
NZ_LR881938.1,779778,779853,+,IEU92_RS03770
NZ_LR881938.1,779989,780064,+,IEU92_RS03775
NZ_LR881938.1,780067,780142,+,IEU92_RS03780
NZ_LR881938.1,780292,780367,+,IEU92_RS03785
NZ_LR881938.1,780371,780446,+,IEU92_RS03790
NZ_LR881938.1,780593,780668,+,IEU92_RS03795
NZ_LR881938.1,780801,780876,+,IEU92_RS03800
NZ_LR881938.1,780907,781032,+,IEU92_RS03805
NZ_LR881938.1,781309,782352,+,nadA
NZ_LR881938.1,782390,783109,+,pnuC
NZ_LR881938.1,783106,784047,-,zitB
NZ_LR881938.1,784161,784541,-,ybgS
NZ_LR881938.1,784857,785909,+,aroG
NZ_LR881938.1,786067,786819,-,gpmA
NZ_LR881938.1,787021,788061,-,galM
NZ_LR881938.1,788055,789203,-,galK
NZ_LR881938.1,789207,790253,-,galT
NZ_LR881938.1,790263,791279,-,galE
NZ_LR881938.1,791540,793012,-,modF
NZ_LR881938.1,793080,793868,-,modE
NZ_LR881938.1,793997,794146,+,acrZ
NZ_LR881938.1,794313,795086,+,modA
NZ_LR881938.1,795086,795775,+,modB
NZ_LR881938.1,795778,796836,+,modC
NZ_LR881938.1,796837,797655,-,ybhA
NZ_LR881938.1,797810,798805,+,pgl
NZ_LR881938.1,798846,799799,-,ybhD
NZ_LR881938.1,799983,801035,+,ybhH
NZ_LR881938.1,801111,802544,+,ybhI
NZ_LR881938.1,802727,804988,+,ybhJ
NZ_LR881938.1,805222,806505,-,ybhC
NZ_LR881938.1,806657,807133,-,ybhB
NZ_LR881938.1,807192,808481,-,bioA
NZ_LR881938.1,808568,809608,+,bioB
NZ_LR881938.1,809605,810759,+,bioF
NZ_LR881938.1,810746,811501,+,bioC
NZ_LR881938.1,811494,812171,+,bioD
NZ_LR881938.1,812750,814771,+,uvrB
NZ_LR881938.1,814963,815871,-,yvcK
NZ_LR881938.1,816268,817257,+,moaA
NZ_LR881938.1,817279,817791,+,moaB
NZ_LR881938.1,817794,818279,+,moaC
NZ_LR881938.1,818272,818517,+,moaD
NZ_LR881938.1,818519,818971,+,moaE
NZ_LR881938.1,819108,819812,+,ybhL
NZ_LR881938.1,820017,820730,+,ybhM
NZ_LR881938.1,820766,821722,-,ybhN
NZ_LR881938.1,821722,822963,-,clsB
NZ_LR881938.1,822960,823721,-,ybhP
NZ_LR881938.1,823854,824264,+,ybhQ
NZ_LR881938.1,824226,825332,-,ybhR
NZ_LR881938.1,825343,826476,-,ybhS
NZ_LR881938.1,826469,828205,-,ybhF
NZ_LR881938.1,828198,829193,-,hlyD
NZ_LR881938.1,829196,829867,-,cecR
NZ_LR881938.1,830096,831460,+,rhlE
NZ_LR881938.1,831692,832174,-,ybiA
NZ_LR881938.1,832294,834444,+,dinG
NZ_LR881938.1,834472,835434,+,ybiB
NZ_LR881938.1,835575,836660,+,hcxB
NZ_LR881938.1,836727,836786,+,ybiE
NZ_LR881938.1,836889,837149,-,ybiJ
NZ_LR881938.1,837414,837680,-,ybiI
NZ_LR881938.1,837754,838431,-,ybiX
NZ_LR881938.1,838473,840755,-,fiu
NZ_LR881938.1,841020,841280,-,mcbA
NZ_LR881938.1,841556,842482,+,rlmF
NZ_LR881938.1,842479,844704,-,ybiO
NZ_LR881938.1,844965,845687,-,glnQ
NZ_LR881938.1,845684,846343,-,glnP
NZ_LR881938.1,846482,847228,-,glnH
NZ_LR881938.1,847632,848135,-,dps
NZ_LR881938.1,848434,849321,-,rhtA
NZ_LR881938.1,849556,849621,+,IEU92_RS04130
NZ_LR881938.1,849674,850189,+,ompX
NZ_LR881938.1,850238,851821,-,opgE
NZ_LR881938.1,852093,852221,-,mntS
NZ_LR881938.1,852407,852874,+,mntR
NZ_LR881938.1,852871,853989,+,ybiR
NZ_LR881938.1,854048,854968,-,ldtB
NZ_LR881938.1,855187,856779,+,ybiT
NZ_LR881938.1,857020,858285,-,ybiU
NZ_LR881938.1,858437,859252,-,ybiV
NZ_LR881938.1,859398,861830,-,ybiW
NZ_LR881938.1,861836,862735,-,ybiY
NZ_LR881938.1,862866,863528,+,fsa
NZ_LR881938.1,863604,864353,-,moeB
NZ_LR881938.1,864353,865588,-,moeA
NZ_LR881938.1,865792,866757,+,iaaA
NZ_LR881938.1,866744,868615,+,gsiA
NZ_LR881938.1,868635,870173,+,gsiB
NZ_LR881938.1,870191,871111,+,gsiC
NZ_LR881938.1,871114,872025,+,gsiD
NZ_LR881938.1,872203,874551,+,pdeI
NZ_LR881938.1,874559,875887,+,dgcI
NZ_LR881938.1,875934,877259,-,rimO
NZ_LR881938.1,877472,877855,+,bssR
NZ_LR881938.1,877966,879081,+,yliI
NZ_LR881938.1,879078,879704,-,gstB
NZ_LR881938.1,879951,881153,+,dacC
NZ_LR881938.1,881200,881958,-,deoR
NZ_LR881938.1,882016,882612,-,ybjG
NZ_LR881938.1,882897,884129,+,mdfA
NZ_LR881938.1,884170,884454,-,ybjH
NZ_LR881938.1,884540,885355,-,ybjI
NZ_LR881938.1,885355,886563,-,ybjJ
NZ_LR881938.1,886647,887183,+,rcdA
NZ_LR881938.1,887358,889043,-,ybjL
NZ_LR881938.1,889313,889690,+,ybjM
NZ_LR881938.1,889720,889977,-,grxA
NZ_LR881938.1,890137,890424,+,ybjC
NZ_LR881938.1,890408,891130,+,nfsA
NZ_LR881938.1,891191,892093,+,rimK
NZ_LR881938.1,892181,892657,+,ybjN
NZ_LR881938.1,893008,894120,+,potF
NZ_LR881938.1,894215,895348,+,potG
NZ_LR881938.1,895358,896311,+,potH
NZ_LR881938.1,896308,897153,+,potI
NZ_LR881938.1,897213,897701,+,ybjO
NZ_LR881938.1,897742,898869,+,rlmC
NZ_LR881938.1,899068,899799,-,artJ
NZ_LR881938.1,900090,900758,-,artM
NZ_LR881938.1,900758,901474,-,artQ
NZ_LR881938.1,901481,902212,-,artI
NZ_LR881938.1,902230,902958,-,artP
NZ_LR881938.1,903176,903691,-,ybjP
NZ_LR881938.1,903817,904140,+,ybjQ
NZ_LR881938.1,904137,904967,+,amiD
NZ_LR881938.1,904964,905977,-,ybjS
NZ_LR881938.1,906076,907506,-,ybjT
NZ_LR881938.1,907517,908518,-,ltaE
NZ_LR881938.1,908555,910273,-,poxB
NZ_LR881938.1,910406,911374,-,hcr
NZ_LR881938.1,911386,913038,-,hcp
NZ_LR881938.1,913182,914081,-,lysO
NZ_LR881938.1,914576,915271,-,aqpZ
NZ_LR881938.1,915697,917355,+,ybjD
NZ_LR881938.1,917352,918308,-,ybjX
NZ_LR881938.1,918459,919574,+,macA
NZ_LR881938.1,919571,921517,+,macB
NZ_LR881938.1,921590,921814,-,cspD
NZ_LR881938.1,921964,922038,+,yljB
NZ_LR881938.1,922137,922457,+,clpS
NZ_LR881938.1,922488,924764,+,clpA
NZ_LR881938.1,925108,925195,-,IEU92_RS04480
NZ_LR881938.1,925449,925667,-,infA
NZ_LR881938.1,925952,926656,-,aat
NZ_LR881938.1,926698,928419,-,cydC
NZ_LR881938.1,928420,930186,-,cydD
NZ_LR881938.1,930309,931274,-,trxB
NZ_LR881938.1,931819,932313,+,lrp
NZ_LR881938.1,932448,936437,+,ftsK
NZ_LR881938.1,936596,937207,+,lolA
NZ_LR881938.1,937218,938561,+,rarA
NZ_LR881938.1,938652,939944,+,serS
NZ_LR881938.1,940183,942627,+,dmsA
NZ_LR881938.1,942638,943255,+,dmsB
NZ_LR881938.1,943257,944120,+,dmsC
NZ_LR881938.1,944155,944781,-,ycaC
NZ_LR881938.1,945095,946243,+,ycaD
NZ_LR881938.1,946453,947883,+,ycaM
NZ_LR881938.1,947884,948792,-,ycaN
NZ_LR881938.1,948892,949482,+,ycaK
NZ_LR881938.1,949564,950304,-,pflA
NZ_LR881938.1,950496,952778,-,pflB
NZ_LR881938.1,952833,953690,-,focA
NZ_LR881938.1,954096,955856,-,ycaO
NZ_LR881938.1,955986,956678,+,ycaP
NZ_LR881938.1,956877,957965,+,serC
NZ_LR881938.1,958036,959319,+,aroA
NZ_LR881938.1,959488,960252,+,ycaL
NZ_LR881938.1,960425,961108,+,cmk
NZ_LR881938.1,961219,962892,+,rpsA
NZ_LR881938.1,963052,963336,+,ihfB
NZ_LR881938.1,963544,965808,+,ycaI
NZ_LR881938.1,965845,967593,+,msbA
NZ_LR881938.1,967590,968576,+,lpxK
NZ_LR881938.1,968613,969845,+,ycaQ
NZ_LR881938.1,969897,970079,+,ycaR
NZ_LR881938.1,970076,970822,+,kdsB
NZ_LR881938.1,970976,971869,+,ycbJ
NZ_LR881938.1,971846,972625,-,elyC
NZ_LR881938.1,972761,973546,+,cmoM
NZ_LR881938.1,973543,974865,+,mukF
NZ_LR881938.1,974846,975550,+,mukE
NZ_LR881938.1,975550,980010,+,mukB
NZ_LR881938.1,980271,982118,+,ldtD
NZ_LR881938.1,982299,982847,+,mepK
NZ_LR881938.1,982874,983521,+,gloC
NZ_LR881938.1,983743,984933,-,aspC
NZ_LR881938.1,985118,986206,-,ompF
NZ_LR881938.1,986809,988209,-,asnS
NZ_LR881938.1,988378,989580,-,pncB
NZ_LR881938.1,989846,992458,+,pepN
NZ_LR881938.1,992501,993268,-,ssuB
NZ_LR881938.1,993265,994056,-,ssuC
NZ_LR881938.1,994067,995212,-,ssuD
NZ_LR881938.1,995209,996168,-,ssuA
NZ_LR881938.1,996161,996736,-,ssuE
NZ_LR881938.1,997092,997631,+,elfA
NZ_LR881938.1,997714,998415,+,elfD
NZ_LR881938.1,998440,1001040,+,elfC
NZ_LR881938.1,1001031,1002101,+,elfG
NZ_LR881938.1,1002113,1002655,+,ycbU
NZ_LR881938.1,1002663,1003178,+,ycbV
NZ_LR881938.1,1003144,1003881,+,ycbF
NZ_LR881938.1,1003992,1005002,+,pyrD
NZ_LR881938.1,1005176,1005718,+,zapC
NZ_LR881938.1,1005715,1006824,-,ycbX
NZ_LR881938.1,1007068,1009176,+,rlmKL
NZ_LR881938.1,1009188,1011095,+,uup
NZ_LR881938.1,1011225,1012478,+,pqiA
NZ_LR881938.1,1012483,1014123,+,pqiB
NZ_LR881938.1,1014120,1014683,+,pqiC
NZ_LR881938.1,1014939,1015106,+,rmf
NZ_LR881938.1,1015176,1015694,-,fabA
NZ_LR881938.1,1015763,1017523,-,ycbZ
NZ_LR881938.1,1017709,1018161,+,matP
NZ_LR881938.1,1018237,1019277,-,ompA
NZ_LR881938.1,1019634,1020143,-,sulA
NZ_LR881938.1,1020362,1020991,+,sxy
NZ_LR881938.1,1020954,1023116,-,yccS
NZ_LR881938.1,1023126,1023572,-,yccF
NZ_LR881938.1,1023695,1025749,+,helD
NZ_LR881938.1,1025781,1026239,-,mgsA
NZ_LR881938.1,1026335,1026997,-,csgI
NZ_LR881938.1,1027170,1027583,+,yccU
NZ_LR881938.1,1027628,1027945,-,hspQ
NZ_LR881938.1,1028003,1029193,-,rlmI
NZ_LR881938.1,1029288,1029566,+,yccX
NZ_LR881938.1,1029563,1029892,-,tusE
NZ_LR881938.1,1029983,1030642,-,yccA
NZ_LR881938.1,1030849,1030936,-,IEU92_RS04920
NZ_LR881938.1,1031363,1032481,+,hyaA
NZ_LR881938.1,1032478,1034271,+,hyaB
NZ_LR881938.1,1034290,1034997,+,hyaC
NZ_LR881938.1,1034994,1035581,+,hyaD
NZ_LR881938.1,1035578,1035976,+,hyaE
NZ_LR881938.1,1035973,1036830,+,hyaF
NZ_LR881938.1,1036964,1038508,+,appC
NZ_LR881938.1,1038520,1039656,+,appB
NZ_LR881938.1,1039669,1039761,+,cbdX
NZ_LR881938.1,1039841,1041139,+,appA
NZ_LR881938.1,1041254,1043434,-,etk
NZ_LR881938.1,1043454,1043900,-,etp
NZ_LR881938.1,1043888,1045027,-,gfcE
NZ_LR881938.1,1045073,1047169,-,gfcD
NZ_LR881938.1,1047169,1047915,-,gfcC
NZ_LR881938.1,1047912,1048556,-,gfcB
NZ_LR881938.1,1048663,1048968,-,gfcA
NZ_LR881938.1,1049057,1049754,+,IEU92_RS05010
NZ_LR881938.1,1050187,1050399,-,cspH
NZ_LR881938.1,1050685,1050897,+,cspG
NZ_LR881938.1,1050908,1051096,+,ymcF
NZ_LR881938.1,1051071,1051301,+,ymcE
NZ_LR881938.1,1051291,1051464,+,gnsA
NZ_LR881938.1,1051513,1052586,-,yccM
NZ_LR881938.1,1052658,1055402,-,torS
NZ_LR881938.1,1055485,1056513,+,torT
NZ_LR881938.1,1056486,1057178,-,torR
NZ_LR881938.1,1057308,1058480,+,torC
NZ_LR881938.1,1058480,1061026,+,torA
NZ_LR881938.1,1061023,1061622,+,torD
NZ_LR881938.1,1061774,1062079,-,cbpM
NZ_LR881938.1,1062079,1062999,-,cbpA
NZ_LR881938.1,1063260,1064516,+,yccE
NZ_LR881938.1,1064809,1066050,+,agp
NZ_LR881938.1,1066088,1066315,-,yccJ
NZ_LR881938.1,1066336,1066932,-,wrbA
NZ_LR881938.1,1067305,1067478,+,ymdF
NZ_LR881938.1,1067735,1069063,-,rutG
NZ_LR881938.1,1069084,1069578,-,rutF
NZ_LR881938.1,1069589,1070179,-,rutE
NZ_LR881938.1,1070189,1070989,-,rutD
NZ_LR881938.1,1070997,1071383,-,rutC
NZ_LR881938.1,1071395,1072087,-,rutB
NZ_LR881938.1,1072087,1073178,-,rutA
NZ_LR881938.1,1073466,1074104,+,rutR
NZ_LR881938.1,1074144,1078106,-,putA
NZ_LR881938.1,1078161,1078370,+,IEU92_RS05155
NZ_LR881938.1,1078529,1080037,+,putP
NZ_LR881938.1,1081467,1082594,+,efeO
NZ_LR881938.1,1082600,1083871,+,efeB
NZ_LR881938.1,1084492,1085280,+,phoH
NZ_LR881938.1,1085330,1085743,-,pgaD
NZ_LR881938.1,1085745,1087070,-,pgaC
NZ_LR881938.1,1087063,1089081,-,pgaB
NZ_LR881938.1,1089090,1091513,-,pgaA
NZ_LR881938.1,1092100,1093458,+,dgcT
NZ_LR881938.1,1093499,1094661,-,IEU92_RS05210
NZ_LR881938.1,1095067,1096053,+,ycdU
NZ_LR881938.1,1096427,1096563,-,IEU92_RS05225
NZ_LR881938.1,1096608,1096744,-,IEU92_RS05230
NZ_LR881938.1,1096789,1096876,-,IEU92_RS05235
NZ_LR881938.1,1097110,1098048,+,ghrA
NZ_LR881938.1,1098103,1098840,+,ycdX
NZ_LR881938.1,1098864,1099418,+,ycdY
NZ_LR881938.1,1099520,1100011,+,ycdZ
NZ_LR881938.1,1100075,1100908,-,csgG
NZ_LR881938.1,1100935,1101351,-,csgF
NZ_LR881938.1,1101376,1101765,-,csgE
NZ_LR881938.1,1101770,1102420,-,csgD
NZ_LR881938.1,1103175,1103630,+,csgB
NZ_LR881938.1,1103671,1104126,+,csgA
NZ_LR881938.1,1104185,1104517,+,csgC
NZ_LR881938.1,1104638,1104949,+,ymdA
NZ_LR881938.1,1105044,1105577,+,ymdB
NZ_LR881938.1,1105519,1107000,+,clsC
NZ_LR881938.1,1107008,1108165,-,mdoC
NZ_LR881938.1,1108559,1110094,+,mdoG
NZ_LR881938.1,1110087,1112630,+,mdoH
NZ_LR881938.1,1112803,1113030,+,yceK
NZ_LR881938.1,1113031,1113405,-,msyB
NZ_LR881938.1,1113488,1114714,-,mdtG
NZ_LR881938.1,1114886,1115806,-,lpxL
NZ_LR881938.1,1116031,1117083,+,trhO
NZ_LR881938.1,1117125,1117700,-,yceI
NZ_LR881938.1,1117704,1118270,-,yceJ
NZ_LR881938.1,1118531,1118644,-,IEU92_RS05360
NZ_LR881938.1,1118692,1119810,-,solA
NZ_LR881938.1,1119925,1120179,-,bssS
NZ_LR881938.1,1120466,1120711,-,dinI
NZ_LR881938.1,1120785,1121831,-,pyrC
NZ_LR881938.1,1121937,1122497,-,yceB
NZ_LR881938.1,1122631,1123278,-,grxB
NZ_LR881938.1,1123342,1124550,-,mdtH
NZ_LR881938.1,1124786,1125370,+,rimJ
NZ_LR881938.1,1125381,1126028,+,yceH
NZ_LR881938.1,1126030,1126953,+,yceM
NZ_LR881938.1,1127063,1128598,+,murJ
NZ_LR881938.1,1128638,1129054,-,flgN
NZ_LR881938.1,1129059,1129352,-,flgM
NZ_LR881938.1,1129428,1130087,-,flgA
NZ_LR881938.1,1130242,1130658,+,flgB
NZ_LR881938.1,1130662,1131066,+,flgC
NZ_LR881938.1,1131078,1131773,+,flgD
NZ_LR881938.1,1131798,1133006,+,flgE
NZ_LR881938.1,1133026,1133781,+,flgF
NZ_LR881938.1,1133953,1134735,+,flgG
NZ_LR881938.1,1134788,1135486,+,flgH
NZ_LR881938.1,1135498,1136595,+,flgI
NZ_LR881938.1,1136595,1137536,+,flgJ
NZ_LR881938.1,1137602,1139245,+,flgK
NZ_LR881938.1,1139257,1140210,+,flgL
NZ_LR881938.1,1140406,1143591,-,rne
NZ_LR881938.1,1144164,1145123,+,rluC
NZ_LR881938.1,1145235,1145819,-,yceF
NZ_LR881938.1,1146018,1146539,+,yceD
NZ_LR881938.1,1146591,1146764,+,rpmF
NZ_LR881938.1,1146845,1147915,+,plsX
NZ_LR881938.1,1147983,1148936,+,fabH
NZ_LR881938.1,1148952,1149881,+,fabD
NZ_LR881938.1,1149894,1150628,+,fabG
NZ_LR881938.1,1150839,1151075,+,acpP
NZ_LR881938.1,1151163,1152404,+,fabF
NZ_LR881938.1,1152524,1153333,+,pabC
NZ_LR881938.1,1153336,1154358,+,yceG
NZ_LR881938.1,1154348,1154989,+,tmk
NZ_LR881938.1,1154986,1155990,+,holB
NZ_LR881938.1,1156001,1156798,+,ycfH
NZ_LR881938.1,1157093,1158526,+,ptsG
NZ_LR881938.1,1158586,1160775,-,fhuE
NZ_LR881938.1,1161109,1161468,+,hinT
NZ_LR881938.1,1161471,1161848,+,ycfL
NZ_LR881938.1,1161862,1162503,+,lpoB
NZ_LR881938.1,1162484,1163308,+,thiK
NZ_LR881938.1,1163319,1164344,+,nagZ
NZ_LR881938.1,1164367,1164909,+,ycfP
NZ_LR881938.1,1165309,1166613,+,ndh
NZ_LR881938.1,1166823,1167362,+,ycfJ
NZ_LR881938.1,1167424,1168056,-,comR
NZ_LR881938.1,1168297,1168554,+,bhsA
NZ_LR881938.1,1168636,1169598,-,ldtC
NZ_LR881938.1,1169742,1173188,-,mfd
NZ_LR881938.1,1173316,1174389,-,ycfT
NZ_LR881938.1,1174651,1175850,+,lolC
NZ_LR881938.1,1175843,1176544,+,lolD
NZ_LR881938.1,1176544,1177788,+,lolE
NZ_LR881938.1,1177817,1178728,+,nagK
NZ_LR881938.1,1178744,1179583,+,cobB
NZ_LR881938.1,1179703,1180491,-,ycfZ
NZ_LR881938.1,1180488,1180949,-,ymfA
NZ_LR881938.1,1181007,1182053,-,potD
NZ_LR881938.1,1182050,1182844,-,potC
NZ_LR881938.1,1182841,1183698,-,potB
NZ_LR881938.1,1183682,1184818,-,potA
NZ_LR881938.1,1185068,1186294,+,pepT
NZ_LR881938.1,1186343,1187464,-,roxA
NZ_LR881938.1,1187540,1189000,-,phoQ
NZ_LR881938.1,1189000,1189671,-,phoP
NZ_LR881938.1,1189840,1191210,-,purB
NZ_LR881938.1,1191214,1191855,-,hflD
NZ_LR881938.1,1191891,1192997,-,mnmA
NZ_LR881938.1,1193051,1193512,-,nudJ
NZ_LR881938.1,1193522,1194175,-,rluE
NZ_LR881938.1,1194347,1195597,+,icd
NZ_LR881938.1,1196091,1196756,-,ymfD
NZ_LR881938.1,1196757,1197461,-,ymfE
NZ_LR881938.1,1197919,1198812,+,lit
NZ_LR881938.1,1198903,1200030,-,intE
NZ_LR881938.1,1200011,1200256,-,xisE
NZ_LR881938.1,1200293,1200604,-,ymfH
NZ_LR881938.1,1200721,1201062,+,ymfI
NZ_LR881938.1,1201000,1201308,-,ymfJ
NZ_LR881938.1,1201483,1202157,-,ymfK
NZ_LR881938.1,1202248,1202448,+,ymfT
NZ_LR881938.1,1202492,1203049,+,ymfL
NZ_LR881938.1,1203225,1203404,+,IEU92_RS05805
NZ_LR881938.1,1204773,1204955,+,ymfR
NZ_LR881938.1,1206137,1206721,+,ymfQ
NZ_LR881938.1,1207513,1208115,+,tfaE
NZ_LR881938.1,1208087,1208500,-,tfaP
NZ_LR881938.1,1208909,1209463,+,pinE
NZ_LR881938.1,1209570,1210403,+,mcrA
NZ_LR881938.1,1210904,1211227,-,iraM
NZ_LR881938.1,1211484,1211528,-,IEU92_RS05875
NZ_LR881938.1,1211764,1211874,-,ymgL
NZ_LR881938.1,1211927,1212331,-,ycgX
NZ_LR881938.1,1212552,1213283,-,bluR
NZ_LR881938.1,1213488,1214699,-,bluF
NZ_LR881938.1,1215013,1215249,+,ycgZ
NZ_LR881938.1,1215292,1215564,+,ymgA
NZ_LR881938.1,1215593,1215859,+,ariR
NZ_LR881938.1,1215972,1216220,+,ymgC
NZ_LR881938.1,1216552,1218075,+,pdeG
NZ_LR881938.1,1218207,1218425,+,ymgF
NZ_LR881938.1,1221529,1221864,-,ymgD
NZ_LR881938.1,1221868,1222212,-,ymgG
NZ_LR881938.1,1222214,1222387,-,ymgI
NZ_LR881938.1,1222488,1222673,+,ymgJ
NZ_LR881938.1,1222634,1222753,+,IEU92_RS05955
NZ_LR881938.1,1223503,1223769,-,minE
NZ_LR881938.1,1223773,1224585,-,minD
NZ_LR881938.1,1224609,1225304,-,minC
NZ_LR881938.1,1225824,1226192,+,ycgJ
NZ_LR881938.1,1226295,1226696,-,pliG
NZ_LR881938.1,1226938,1227231,+,IEU92_RS05990
NZ_LR881938.1,1227303,1227962,+,ycgM
NZ_LR881938.1,1228054,1228500,+,ycgN
NZ_LR881938.1,1228707,1229618,-,hlyE
NZ_LR881938.1,1229991,1230410,+,umuD
NZ_LR881938.1,1230410,1231678,+,umuC
NZ_LR881938.1,1231724,1232254,-,dsbB
